Product Name,Sales,Profit
Polycom CX600 IP Phone VoIP phone,1154.8075000000001,224.21262500000003
Tennsco Single-Tier Lockers,1144.787,-103.21849999999999
Hoover Upright Vacuum With Dirt Cup,1138.818,76.72544999999998
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1136.552,30.276999999999997
GuestStacker Chair with Chrome Finish Legs,1133.868,96.6576
Logitech P710e Mobile Speakerphone,1132.956,182.8179
Bretford CR8500 Series Meeting Room Furniture,1129.4270000000001,76.8545
Cisco Unified IP Phone 7945G VoIP phone,1125.267,17.0495
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,1119.24,239.23755
Deluxe Rollaway Locking File with Drawer,1114.5584000000001,276.14432
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,111.3024
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1103.978,115.8272
Hon Multipurpose Stacking Arm Chairs,1097.44,135.73600000000002
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1096.8125,163.2057
Global Deluxe High-Back Manager's Chair,1083.14925,194.82387500000002
Bretford Rectangular Conference Table Tops,1082.9409583333334,-27.269425
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1082.236,308.50325000000004
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1053.874625,173.57935
GBC DocuBind 200 Manual Binding Machine,1052.4499999999998,263.1125
Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,269.308
Hoover WindTunnel Plus Canister Vacuum,1017.1,232.48000000000002
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,43.1991
Okidata C610n Printer,1005.95,-146.02499999999998
Ibico Ibimaster 300 Manual Binding System,998.172875,289.792125
Tennsco 6- and 18-Compartment Lockers,993.1821818181817,143.1918
Polycom SoundStation2 EX Conference phone,992.1274999999999,129.584
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",942.464025,97.541275
"Bevis Round Bullnose 29"" High Table Top",908.985,-38.43708
Bretford CR4500 Series Slim Rectangular Table,905.346,-66.5951625
"Bush Cubix Conference Tables, Fully Assembled",900.822,77.95575000000001
SAFCO Arco Folding Chair,890.2138461538462,90.72107692307692
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",889.235,-229.48000000000002
Wilson SignalBoost 841262 DB PRO Amplifier Kit,887.8766666666667,173.97583333333333
Wilson Electronics DB Pro Signal Booster,887.8399999999999,51.552
Global Commerce Series High-Back Swivel/Tilt Chairs,886.6044444444445,102.90944444444445
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",886.4606666666667,160.62016666666668
Global Adaptabilities Conference Tables,885.087,88.5087
"24 Capacity Maxi Data Binder Racks, Pearl",884.31,134.225625
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,880.404,-164.8416
Hon Rectangular Conference Tables,870.37875,-73.95375
"Bevis Oval Conference Table, Walnut",867.7585,-107.0018
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",864.0135,-21.073499999999992
Mitel MiVoice 5330e IP Phone,855.5244444444445,86.77462222222222
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",853.254,111.294
Hon 5100 Series Wood Tables,852.1557142857143,-34.08622857142858
Bush Advantage Collection Round Conference Table,850.4000000000001,52.618500000000004
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",849.696,-67.3344
GBC DocuBind 300 Electric Binding Machine,848.14275,61.802650000000014
Fellowes Powershred HS-440 4-Sheet High Security Shredder,847.2786666666667,364.2265
Hon 4070 Series Pagoda Round Back Stacking Chairs,843.7188571428571,150.40205714285713
Global Leather Executive Chair,837.361857142857,100.28285714285714
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,837.0959999999999,68.57748
Hoover Shoulder Vac Commercial Portable Vacuum,834.9133333333333,119.27333333333333
"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,-117.882
Motorola Moto X,815.976,71.39789999999999
Panasonic KX MC6040 Color Laser Multifunction Printer,809.91,-11.248750000000001
Tennsco Double-Tier Lockers,802.5713333333333,35.81568333333333
"Global Leather and Oak Executive Chair, Black",801.35925,106.84790000000001
Swingline SM12-08 MicroCut Jam Free Shredder,786.647,-149.3296
Hon 2111 Invitation Series Corner Table,785.1375,-100.4976
Polycom VVX 310 VoIP phone,778.45675,112.49375
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,772.2112,57.91583999999998
Global Executive Mid-Back Manager's Chair,771.0970000000001,125.12140000000001
Hon GuestStacker Chair,770.678,137.00942222222224
Google Nexus 5,763.1576,142.1921
Hon Non-Folding Utility Tables,755.1294,108.3308
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),748.7584,4.31976
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",747.823,121.6086
"Lifetime Advantage Folding Chairs, 4/Carton",744.5874285714286,138.9481142857143
Plantronics HL10 Handset Lifter,742.3359999999999,83.5128
Polycom VoiceStation 500 Conference phone,731.476,67.8385
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,731.392,307.98460000000006
"Dual Level, Single-Width Filing Carts",730.5048888888889,182.28164444444442
ShoreTel ShorePhone IP 230 VoIP phone,726.657,105.61875
O'Sullivan Living Dimensions 3-Shelf Bookcases,726.04025,-42.70824999999999
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",722.47125,71.67825
GBC DocuBind TL200 Manual Binding Machine,720.469,265.41630000000004
Iceberg Mobile Mega Data/Printer Cart ,718.97175,173.576025
Samsung Galaxy Note 3,718.634,51.330999999999996
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",716.274,-101.93129999999998
Safco Contoured Stacking Chairs,712.22,108.77
Panasonic KX-TG9471B,711.1637142857144,166.8714857142857
Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,-938.28
Motorola L703CM,701.9549999999999,77.995
Hewlett Packard 310 Color Digital Copier,699.9766666666666,139.99533333333332
Imation Bio 2GB USB Flash Drive Imation Corp,699.6266666666667,293.84319999999997
Laminate Occasional Tables,698.7226666666667,-68.84473333333334
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,698.105,69.8105
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,698.0657142857143,80.92391428571429
Cisco CP-7937G Unified IP Conference Station Phone,695.7,-27.828
Brother DCP1000 Digital 3 in 1 Multifunction Machine,694.2625714285714,164.99450000000002
Fellowes Staxonsteel Drawer Files,689.8928571428571,72.85268571428571
Canon PC-428 Personal Copier,686.6323333333333,244.98775
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",686.610625,1.881125
Nortel Meridian M5316 Digital phone,686.2175,63.442750000000004
Sauder Camden County Collection Library,684.1310000000001,-51.741
"Bevis Traditional Conference Table Top, Plinth Base",677.832,-152.2344
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,290.3016
Hon Every-Day Series Multi-Task Chairs,674.8482,28.196999999999996
Jawbone JAMBOX Wireless Bluetooth Speaker,674.0906666666666,290.70160000000004
Jabra SPEAK 410 Multidevice Speakerphone,672.9006666666667,3.43316666666667
Imation Bio 8GB USB Flash Drive Imation Corp,664.96,99.744
Hon Racetrack Conference Tables,660.6501666666667,-99.7538
Standard Rollaway File with Lock,659.4954,126.13300000000001
Motorola Droid Maxx,652.4565,85.4943
Bevis 44 x 96 Conference Tables,650.644,-32.944
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,168.4384
Hon Deluxe Fabric Upholstered Stacking Chairs,646.5469999999999,-12.199
GBC ProClick 150 Presentation Binding System,644.5992,-92.26615999999999
Adjustable Depth Letter/Legal Cart,644.183,161.04575
Star Micronics TSP800 TSP847IIU Receipt Printer,643.425,180.159
Okidata C331dn Printer,642.1600000000001,22.336000000000002
Polycom SoundPoint IP 450 VoIP phone,639.9366666666666,27.1032
"Fellowes Strictly Business Drawer File, Letter/Legal Size",639.8614285714285,55.53514285714285
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,635.626,-33.454
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",634.348,36.597
Chromcraft Round Conference Tables,631.4660769230769,-14.613546153846155
Global Commerce Series Low-Back Swivel/Tilt Chairs,631.4365714285714,5.873828571428571
Sharp 1540cs Digital Laser Copier,628.5600000000001,235.71
Plantronics Calisto P620-M USB Wireless Speakerphone System,627.168,126.41355
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",626.292,-5.219099999999999
"Hot File 7-Pocket, Floor Stand",626.0178461538461,155.13161538461537
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",621.93975,102.588
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,611.9592,229.48470000000003
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,606.3525,-528.615
Hewlett-Packard Deskjet 5550 Printer,597.132,49.761
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",595.8008,10.943280000000005
GE 2-Jack Phone Line Splitter,590.5046666666667,31.585133333333335
GBC Therma-A-Bind 250T Electric Binding System,590.352,206.6232
O'Sullivan Plantations 2-Door Library in Landvery Oak,589.2733599999999,-153.54872
3.6 Cubic Foot Counter Height Office Refrigerator,589.24,-174.41503999999998
Global Comet Stacking Armless Chair,588.1316666666667,85.72766666666666
GE 30524EE4,587.97,93.20413333333333
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,582.6625,-196.44050000000001
Wireless Extenders zBoost YX545 SOHO Signal Booster,577.7694285714286,104.75445714285715
Kensington 7 Outlet MasterPiece Power Center,576.6551999999999,45.91884
Letter Size Cart,575.0115,156.610275
Bose SoundLink Bluetooth Speaker,573.12,193.428
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,125.43444000000002
O'Sullivan Living Dimensions 5-Shelf Bookcases,570.1283999999999,-125.9586
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,569.962,60.82280000000001
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,568.75,-382.8125
Premier Automatic Letter Opener,567.2732,-85.57172
Cisco IP Phone 7961G-GE VoIP phone,563.1080000000001,-29.77975
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",559.1483333333333,16.701833333333333
Konftel 250 Conference phone - Charcoal black,555.399,81.17370000000001
Avanti 1.7 Cu. Ft. Refrigerator,555.39,119.1564
Tenex Antistatic Computer Chair Mats,552.8353333333333,-88.33966666666667
Chromcraft Rectangular Conference Tables,550.297,-50.027
Logitech G19 Programmable Gaming Keyboard,548.65575,91.13265
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",547.92,142.4592
Global Ergonomic Managers Chair,546.2305454545454,71.40483636363636
Panasonic Business Telephones KX-T7736,546.06,163.818
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",544.4730909090908,24.300309090909092
Bevis 36 x 72 Conference Tables,541.5315,56.0205
Hon Mobius Operator's Chair,541.156,99.86788
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,536.172,-39.181799999999996
High-Back Leather Manager's Chair,530.0703333333333,-21.953866666666666
AT&T 1080 Phone,529.6946666666666,90.41339999999998
Hon Olson Stacker Stools,529.4456,83.35952
Mitel 5320 IP Phone VoIP phone,529.172,52.917199999999994
Aastra 57i VoIP phone,526.3868571428571,82.19022857142856
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,524.7672,144.63096000000002
BlackBerry Q10,516.559,91.34275000000001
Okidata B400 Printer,514.8,57.915
"Tenex Chairmat w/ Average Lip, 45"" x 53""",514.624,-132.44
Avaya 5420 Digital phone,512.962,107.992
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",510.508,10.210159999999998
HTC One Mini,510.2595,79.3737
Eureka Sanitaire  Commercial Upright,508.17733333333337,17.675733333333334
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,508.0875,-115.1665
Socket Bluetooth Cordless Hand Scanner (CHS),506.28,177.198
Avanti 4.4 Cu. Ft. Refrigerator,501.5731428571429,54.81108571428571
WD My Passport Ultra 2TB Portable External Hard Drive,499.8,62.475
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,498.25600000000003,112.76320000000001
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,148.491
"Iceberg OfficeWorks 42"" Round Tables",493.92028571428574,-56.078285714285705
Fellowes High-Stak Drawer Files,493.332,52.416525
"Global Manager's Adjustable Task Chair, Storm",493.20133333333337,82.28410000000001
Ibico Hi-Tech Manual Binding System,490.7566363636364,-27.726363636363637
Aastra 6757i CT Wireless VoIP phone,488.3306666666667,80.43093333333333
Global Italian Leather Office Chair,484.626,102.1644
AT&T CL83451 4-Handset Telephone,484.0765,118.44425
NeatDesk Desktop Scanner & Digital Filing System,479.988,55.9986
Logitech Wireless Gaming Headset G930,479.97,127.19205
Cherry 142-key Programmable Keyboard,479.72,52.7692
Plantronics Audio 995 Wireless Stereo Headset,478.2825,146.78324999999998
Polycom SoundPoint Pro SE-225 Corded phone,475.96000000000004,69.0142
SAFCO Boltless Steel Shelving,470.4696,-47.04696
"Sauder Forest Hills Library, Woodland Oak Finish",468.7585,-17.6225
Logitech Wireless Headset h800,466.61999999999995,119.988
Fellowes PB200 Plastic Comb Binding Machine,464.6393333333333,77.06213333333332
Cisco SPA301,464.5035555555556,100.52688888888889
Cisco IP Phone 7961G VoIP phone - Dark gray,462.23,76.132
Electrix Halogen Magnifier Lamp,459.8433333333333,52.46099999999999
Bevis Round Conference Table Top & Single Column Base,459.5076,20.194920000000003
Ativa MDM8000 8-Sheet Micro-Cut Shredder,458.94899999999996,196.62815
"Carina Mini System Audio Rack, Model AR050B",455.01800000000003,-11.467933333333333
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",453.2507,-26.0813
Plantronics Voyager Pro Legend,453.17800000000005,57.6772
Toshiba IPT2010-SD IP Telephone,451.7175,53.163675
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",451.0133333333333,96.44746666666667
LG G3,450.777,102.89475
Economy Rollaway Files,448.40000000000003,99.11999999999999
BPI Conference Tables,448.3735,-159.1945
DYMO CardScan Personal V9 Business Card Scanner,447.97200000000004,154.657
Hewlett-Packard Deskjet D4360 Printer,447.968,139.99
"Bevis Round Conference Table Top, X-Base",445.2368333333333,-86.65683333333334
Fellowes Super Stor/Drawer Files,445.16,52.5935
Nortel Meridian M3904 Professional Digital phone,443.49120000000005,93.62592
Tennsco Regal Shelving Units,441.1335,-1.5211499999999996
Cisco 8x8 Inc. 6753i IP Business Phone System,440.96733333333333,13.948966666666665
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,440.0553333333333,139.00813333333335
"Global Airflow Leather Mesh Back Chair, Black",439.51955555555554,63.7471111111111
Nokia Lumia 925,436.76533333333333,94.91246666666666
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,436.623,165.9834
AT&T TR1909W,434.6655,85.04325
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",434.2142857142857,57.31628571428572
"Hon 30"" x 60"" Table with Locking Drawer",432.00933333333336,-59.117066666666666
Jabra Supreme Plus Driver Edition Headset,431.96400000000006,51.83568
Jabra BIZ 2300 Duo QD Duo Corded Headset,431.76599999999996,32.38245
Sauder Inglewood Library Bookcases,430.8696,62.236720000000005
Fellowes Recycled Storage Drawers,429.316,16.2844
"Hon Metal Bookcases, Gray",425.88,114.9876
Fellowes Stor/Drawer Steel Plus Storage Drawers,424.6635,9.781574999999998
Bevis Boat-Shaped Conference Table,423.7445,-74.2645
ClearOne Communications CHAT 70 OC Speaker Phone,421.3235,68.3657
DMI Arturo Collection Mission-style Design Wood Chair,419.998909090909,44.19596363636364
"SAFCO Commercial Wire Shelving, Black",419.9456,-63.544399999999996
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",415.35975,189.7383
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,413.52500000000003,90.0025
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",412.8456,-34.62576
Cisco SPA 502G IP Phone,412.628,59.975
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,411.72950000000003,-71.4871
Fellowes Officeware Wire Shelving,409.95145454545457,-30.215545454545452
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",408.94866666666667,-54.575
Enermax Acrylux Wireless Keyboard,408.35999999999996,105.07799999999999
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,406.08000000000004,117.76319999999998
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,405.4608,-67.94208
Ibico EB-19 Dual Function Manual Binding System,404.364125,135.79715
Ooma Telo VoIP Home Phone System,403.168,62.995000000000005
Adtran 1202752G1,398.12839999999994,62.49104
Lexmark X 9575 Professional All-in-One Color Printer,396.0,190.08
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,393.45,73.9686
O'Sullivan 4-Shelf Bookcase in Odessa Pine,391.4567142857143,-139.29982857142858
Harmony Air Purifier,389.34000000000003,74.84400000000001
"Global High-Back Leather Tilter, Burgundy",388.297,-33.9101
GE 30522EE2,386.6333333333334,112.12366666666667
Luxo Adjustable Task Clamp Lamp,386.454,90.61680000000001
Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,130.2075
LG Exalt,384.7753333333333,-70.71546666666667
Logitech Mobile Speakerphone P710e - speaker phone,383.34319999999997,48.32284
"O'Sullivan Elevations Bookcase, Cherry Finish",382.4616,-13.62192
Space Solutions HD Industrial Steel Shelving.,379.401,3.0179625000000003
AT&T EL51110 DECT,377.97,109.6113
Multicolor Computer Printout Paper,377.46,170.27640000000002
Vtech CS6719,375.73228571428575,59.78805714285715
Microsoft Natural Keyboard Elite,374.25,5.239499999999999
Plantronics S12 Corded Telephone Headset System,373.672,125.75500000000001
Compact Automatic Electric Letter Opener,372.84375,-7.158600000000001
GBC DocuBind P100 Manual Binding Machine,369.3055,61.20512500000001
"Bush Andora Bookcase, Maple/Graphite Gray Finish",368.6359444444445,15.065411111111112
Hon 4-Shelf Metal Bookcases,368.577,-47.965500000000006
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,368.277,77.805
Novimex Swivel Fabric Task Chair,364.23924999999997,-55.673875
RCA ViSYS 25825 Wireless digital phone,363.972,45.4965
Global Deluxe High-Back Office Chair in Storm,362.64000000000004,-49.863
Lexmark MarkNet N8150 Wireless Print Server,361.755,-253.2285
Logitech G35 7.1-Channel Surround Sound Headset,359.63900000000007,116.5577
"Bush Andora Conference Table, Maple/Graphite Gray Finish",359.058,-35.9058
Pyle PMP37LED,359.0026,57.68999
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,357.986,11.5819
"Sauder Facets Collection Library, Sky Alder Finish",356.92075,-2.13725
AT&T 1070 Corded Phone,356.76800000000003,44.596000000000004
"Lesro Round Back Collection Coffee Table, End Table",355.97249999999997,-41.07375
Kensington 4 Outlet MasterPiece Compact Power Control Center,355.4845714285714,54.368228571428574
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",354.87466666666666,8.065333333333333
I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,152.0883
Jabra SPEAK 410,350.89599999999996,72.6856
"Global Fabric Manager's Chair, Dark Gray",350.064,55.539
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,107.43465
Xerox 1941,348.102,140.9184
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",347.097,-79.24289999999999
"Belkin 325VA UPS Surge Protector, 6'",344.793,49.904250000000005
First Data FD10 PIN Pad,344.44,3.160000000000001
Samsung Convoy 3,344.069,-15.538599999999999
VTech DS6151,343.32275,59.84525
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.991,-319.1916
Global Super Steno Chair,341.41457142857143,-2.5376526277146434e-16
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,341.11733333333336,-3.101066666666668
Kensington Orbit Wireless Mobile Trackball for PC and Mac,340.7432,71.50807999999999
Ames Color-File Green Diamond Border X-ray Mailers,340.119,139.82670000000002
Digium D40 VoIP phone,338.24044444444445,63.49174444444444
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",338.058,-139.516
"Global Leather & Oak Executive Chair, Burgundy",337.9936,-22.93528
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",337.382,157.527625
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,48.87776
Wasp CCD Handheld Bar Code Reader,336.51,44.868
Polycom CX300 Desktop Phone USB VoIP phone,335.97760000000005,11.999200000000002
Apple iPhone 5C,334.9665,57.49425
Nortel Business Series Terminal T7208 Digital phone,333.57599999999996,33.3576
Premier Electric Letter Opener,330.20099999999996,-8.881784197001252e-16
Enermax Aurora Lite Keyboard,328.22999999999996,144.4212
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,326.5245,19.169099999999997
Multimedia Mailers,325.86,149.8956
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,324.52950000000004,68.9415
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",323.99600000000004,21.196
RCA ViSYS 25425RE1 Corded phone,323.976,36.4473
Hon Every-Day Chair Series Swivel Task Chairs,322.61333333333334,4.032666666666667
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,321.156,68.12400000000001
Konica Minolta magicolor 1690MF Multifunction Printer,319.92,118.3704
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,317.2305,26.522550000000003
Bush Somerset Collection Bookcase,315.98924999999997,-14.08035
Office Star - Mesh Screen back chair with Vinyl seat,314.352,-18.71142857142857
"Hon Metal Bookcases, Black",314.01552,-5.394479999999999
Safco Industrial Wire Shelving System,313.88100000000003,-27.294
Nortel Networks T7316 E Nt8 B27,312.75399999999996,66.29025
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,311.961,94.3882
"Sauder Mission Library with Doors, Fruitwood Finish",311.7324,-41.9136
Sensible Storage WireTech Storage Systems,310.53749999999997,-9.759749999999999
Hon Valutask Swivel Chairs,310.5135,34.8381
Geemarc AmpliPOWER60,310.4581818181818,34.926545454545455
